Duration (in seconds),RecordedDate,ResponseId,Q-prolific-mturk,q-demos-age,Q-demos-hispanic,Q-demos-race,Q-demos-education,Q-demos-income,Q-demos-gender,Q-sexual-orientation,Q-demos-state,Q-amazon-use-howmany,Q-amazon-use-hh-size,Q-amazon-use-how-oft,Q-substance-use_1,Q-substance-use_2,Q-substance-use_3,Q-personal_1,Q-personal_2,Q-life-changes,Q-control,Q-altruism,Q-bonus-05,Q-bonus-20,Q-bonus-50,Q-data-value-05,Q-data-value-20,Q-data-value-50,Q-data-value-100,Q-data-value-any,Q-data-value-any_1_TEXT,Q-sell-YOUR-data,Q-sell-consumer-data,Q-small-biz-use,Q-census-use,Q-research-society,Q-attn-check,showdata,incentive,connect
383,3/19/2023 4:16:33,R_8wRttNX3JNWugRr,No,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Female,heterosexual (straight),Michigan,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,,Consent to share,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,"Yes,No,I don't know",false,altruism,true
726,3/19/2023 4:26:35,R_2ugDyrE1yi1FjvH,No,45 - 54 years,No,Asian,Bachelor's degree,"$150,000 or more",Male,heterosexual (straight),Nebraska,4+,4+,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,control,true
719,3/19/2023 4:26:37,R_UDRyRXOUeUeVD9v,No,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),Nebraska,2,3,Less than 5 times per month,No,No,No,No,No,Had a child,,,,Decline,,,,No,Yes,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-20,true
1153,3/19/2023 4:32:34,R_1C4nKyrv0w2thJn,Yes,55 - 64 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Female,heterosexual (straight),Georgia,3,4+,More than 10 times per month,No,No,No,No,No,"Lost a job ,Moved place of residence",,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,Yes,"Yes,No,I don't know",true,altruism,true
485,3/19/2023 4:43:39,R_V416ZQ4Q4ElD1yF,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,I stopped in the recent past,I stopped in the recent past,I stopped in the recent past,No,No,Lost a job ,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes,Yes,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,true
2365,3/19/2023 4:50:13,R_1jCy05IdDN1xSLj,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Kentucky,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Decline,,,,,No,No,No,No,More than $1.00 (enter amount),10,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,No,"Yes,No,I don't know",true,control,true
490,3/19/2023 4:51:09,R_vD2O13NgdnWBXMt,Yes,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),New Jersey,2,2,Less than 5 times per month,No,No,No,Yes,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-20,
386,3/19/2023 4:53:16,R_30608xSlGTOqDvx,Yes,35 - 44 years,No,Asian,High school diploma or GED,"$100,000 - $149,999",Male,heterosexual (straight),South Carolina,2,4+,More than 10 times per month,No,No,Yes,No,No,,Consent to share,,,,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",false,control,
293,3/19/2023 5:05:38,R_1IaYiTSaUaD2W2i,No,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,LGBTQ+,Kansas,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",false,bonus-05,true
285,3/19/2023 5:09:44,R_1Nm3YmRfVbFlyxr,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Indiana,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,I don't know,No,No,"Yes,No,I don't know",true,bonus-05,true
1041,3/19/2023 5:10:23,R_1DYWdbAMt6LyCZH,Yes,55 - 64 years,Yes,American Indian/Native American or Alaska Native,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),Illinois,3,2,Less than 5 times per month,No,No,No,Yes,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes,"Yes,No,I don't know",true,altruism,true
674,3/19/2023 5:11:27,R_2D8LYcpt7M7DgbA,No,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,LGBTQ+,Texas,1 (just me!),4+,5 - 10 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-50,true
188,3/19/2023 5:20:34,R_vNUg1BUX4xLMPER,No,25 - 34 years,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$150,000 or more",Male,heterosexual (straight),District of Columbia,1 (just me!),3,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,true
446,3/19/2023 5:28:37,R_3PcameSHVD10BZP,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$100,000 - $149,999",Female,heterosexual (straight),Michigan,1 (just me!),4+,5 - 10 times per month,No,No,No,Yes,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,bonus-20,true
216,3/19/2023 5:40:26,R_3qIPMah81MezsJn,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Tennessee,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",true,altruism,
694,3/19/2023 6:25:28,R_3qgkd0IPtvqR0Yl,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),California,1 (just me!),2,Less than 5 times per month,Yes,Yes,Yes,Yes,No,,Consent to share,,,,,,,,,,,No,No,Yes,I don't know,I don't know,"Yes,No,I don't know",false,control,
513,3/19/2023 6:44:38,R_1N9pWwGB4wRs5qJ,Yes,35 - 44 years,No,Asian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Minnesota,1 (just me!),2,Less than 5 times per month,Yes,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-50,
451,3/19/2023 7:17:12,R_3iQKqAHviAiJgGs,Yes,25 - 34 years,No,Asian,High school diploma or GED,"$150,000 or more",Female,heterosexual (straight),Florida,1 (just me!),4+,Less than 5 times per month,No,Yes,Yes,Yes,No,,,Decline,,,,No,No,No,No,More than $1.00 (enter amount),20,No,No,No,No,I don't know,"Yes,No,I don't know",false,altruism,
253,3/19/2023 8:07:42,R_2yme87wMCEU528h,Yes,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Female,heterosexual (straight),Florida,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,Yes,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,control,
792,3/19/2023 8:37:08,R_ul9JoYtQFZ5zqpP,Yes,35 - 44 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Male,heterosexual (straight),Indiana,1 (just me!),2,Less than 5 times per month,No,Prefer not to say,No,No,No,,,,,Decline,,,,No,No,More than $1.00 (enter amount),1000,No,No,No,No,No,"Yes,No,I don't know",true,bonus-20,
731,3/19/2023 8:41:32,R_3shLE7aHF2ZHqCz,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Kentucky,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Lost a job ,,,,,Decline,,,,No,More than $1.00 (enter amount),"1,000,000,000,000,000",No,No,No,No,I don't know,"Yes,No,I don't know",true,bonus-50,
281,3/19/2023 8:43:32,R_2DNtqbBKGHzSDN9,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Female,heterosexual (straight),Ohio,1 (just me!),1 (just me!),5 - 10 times per month,No,Yes,Yes,No,No,Moved place of residence,,,,Consent to share (receive $0.20 bonus),,,,,,,,No,Yes if consumers get part of the profit,No,I don't know,I don't know,"Yes,No,I don't know",true,bonus-20,
806,3/19/2023 8:46:29,R_3NWdu5gXL68GlVn,Yes,65 and older,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","Less than $25,000",Female,heterosexual (straight),Tennessee,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,bonus-50,
220,3/19/2023 8:48:14,R_3mkMvFzGYLaDXjJ,Yes,35 - 44 years,No,Asian,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",false,altruism,
320,3/19/2023 8:54:44,R_31ZxYxyOSie94bK,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Texas,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,control,
304,3/19/2023 8:55:31,R_22nS4Bu8Q3B84gf,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Oregon,1 (just me!),2,Less than 5 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,Yes,No,No,"Yes,No,I don't know",true,bonus-50,
832,3/19/2023 8:58:04,R_1It3uPOCs8UZVMn,Yes,55 - 64 years,No,White or Caucasian,Bachelor's degree,"$25,000 - $49,999",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",true,bonus-05,
966,3/19/2023 9:04:59,R_2c12UVhtx0YA4jg,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Other,LGBTQ+,Florida,1 (just me!),1 (just me!),Less than 5 times per month,Yes,I stopped in the recent past,No,Yes,No,Lost a job ,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-20,
795,3/19/2023 9:08:49,R_Zz495Ir7AjUbSCJ,Yes,65 and older,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Female,heterosexual (straight),North Carolina,1 (just me!),1 (just me!),Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-05,
389,3/19/2023 9:25:01,R_1GxbsZQY6mAp3qv,Yes,35 - 44 years,Yes,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),Texas,1 (just me!),1 (just me!),Less than 5 times per month,Yes,No,No,Yes,No,,Consent to share,,,,,,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,control,
399,3/19/2023 9:31:38,R_1K0zy1Mt6OG2jGF,Yes,35 - 44 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,heterosexual (straight),Ohio,2,3,Less than 5 times per month,Yes,Yes,No,No,Yes,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,No,No,Yes,"Yes,No,I don't know",false,bonus-50,
792,3/19/2023 9:37:18,R_2xQp0siO6hwdLKh,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Michigan,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes,I don't know,I don't know,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
685,3/19/2023 9:51:32,R_2E5XCpTY2B5ZQ1f,Yes,65 and older,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Arizona,2,2,Less than 5 times per month,No,No,No,Yes,No,,Consent to share,,,,,,,,,,,Yes,No,No,No,No,"Yes,No,I don't know",false,control,
570,3/19/2023 10:32:36,R_2BkQc5AAMGDtCGL,Yes,25 - 34 years,Yes,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),Arizona,3,3,5 - 10 times per month,No,No,Yes,No,No,,Decline,,,,,No,No,No,No,I would not consent to share my data for any amount.,,No,No,No,No,No,"Yes,No,I don't know",false,control,
725,3/19/2023 10:43:46,R_3GD1CL4OyjglmbZ,Yes,55 - 64 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),Pennsylvania,1 (just me!),1 (just me!),5 - 10 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes,I don't know,Yes,I don't know,Yes,"Yes,No,I don't know",true,bonus-20,
222,3/19/2023 10:43:58,R_3qCDXyIw5VPJWlI,Yes,25 - 34 years,No,Black or African American,High school diploma or GED,Prefer not to say,Female,heterosexual (straight),Maryland,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,Moved place of residence,,,,,Consent to share  (receive $0.50 bonus),,,,,,,No,No,I don't know,I don't know,I don't know,"Yes,No,I don't know",false,bonus-50,
739,3/19/2023 10:45:39,R_2cAPFgyLdLDovOI,Yes,65 and older,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Male,heterosexual (straight),Florida,1 (just me!),1 (just me!),5 - 10 times per month,No,No,No,No,No,,,,,,Decline,,,,Yes,,,No,No,No,No,No,"Yes,No,I don't know",true,bonus-50,
488,3/19/2023 10:49:31,R_1M3NpvxQQpsbEzI,Yes,25 - 34 years,No,Black or African American,High school diploma or GED,"Less than $25,000",Male,heterosexual (straight),Ohio,1 (just me!),3,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,I don't know,Yes,"Yes,No,I don't know",false,altruism,
296,3/19/2023 11:07:04,R_27loasjQRh2UJom,Yes,45 - 54 years,No,Asian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),California,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
332,3/19/2023 11:14:34,R_bBf97e7ARwoovoR,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$25,000 - $49,999",Female,heterosexual (straight),New Jersey,1 (just me!),1 (just me!),More than 10 times per month,No,Yes,Yes,No,No,"Lost a job ,Moved place of residence",,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,No,"Yes,No,I don't know",true,bonus-05,
467,3/19/2023 11:34:50,R_2uEyNVV1279FnPK,Yes,18 - 24 years,Yes,Other,High school diploma or GED,"$75,000 - $99,999",Female,heterosexual (straight),New York,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,I don't know,"Yes,No,I don't know",false,altruism,
821,3/19/2023 11:51:10,R_r1oTDkv1OlGnNuN,Yes,35 - 44 years,No,Asian,Bachelor's degree,"$100,000 - $149,999",Male,heterosexual (straight),Virginia,1 (just me!),4+,5 - 10 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,No,I don't know,"Yes,No,I don't know",true,bonus-20,
244,3/19/2023 11:56:32,R_3PGI3ZI2wPyhJPe,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Male,LGBTQ+,Ohio,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,Moved place of residence,,,Decline,,,,No,No,Yes,,,No,No,No,I don't know,Yes,"Yes,No,I don't know",false,bonus-05,
343,3/19/2023 11:59:46,R_3J8UJcgwnW51IvN,Yes,45 - 54 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Massachusetts,1 (just me!),2,Less than 5 times per month,No,No,No,Yes,Yes,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,I don't know,Yes,"Yes,No,I don't know",true,bonus-20,
246,3/19/2023 12:01:28,R_1KgcgVU74gORt4G,Yes,25 - 34 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$50,000 - $74,999",Male,heterosexual (straight),New York,1 (just me!),1 (just me!),Less than 5 times per month,No,No,No,No,No,,,,,,Consent to share  (receive $0.50 bonus),,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,No,Yes,"Yes,No,I don't know",true,bonus-50,
512,3/19/2023 12:01:46,R_1QKu8qtvgo0d1uS,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"Less than $25,000",Female,LGBTQ+,Arkansas,1 (just me!),1 (just me!),Less than 5 times per month,No,Yes,No,No,No,,,Consent to share,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,altruism,
377,3/19/2023 12:17:27,R_3GdnyGwbVF0dSiX,Yes,18 - 24 years,No,Black or African American,High school diploma or GED,Prefer not to say,Female,heterosexual (straight),South Carolina,1 (just me!),4+,Less than 5 times per month,No,No,Prefer not to say,No,No,,,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,I don't know,"Yes,No,I don't know",false,bonus-05,
553,3/19/2023 12:27:50,R_2vYeXyFdrSyrVwh,Yes,45 - 54 years,No,White or Caucasian,Bachelor's degree,"$50,000 - $74,999",Male,heterosexual (straight),Mississippi,1 (just me!),4+,Less than 5 times per month,No,No,Yes,No,Yes,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,No,No,"Yes,No,I don't know",false,bonus-20,
379,3/19/2023 12:32:29,R_0USvurXxTDWFvX3,Yes,35 - 44 years,No,Asian,Bachelor's degree,"$150,000 or more",Female,heterosexual (straight),Pennsylvania,1 (just me!),4+,Less than 5 times per month,No,No,No,No,No,Moved place of residence,Consent to share,,,,,,,,,,,I don't know,I don't know,No,No,I don't know,"Yes,No,I don't know",false,control,
943,3/19/2023 13:24:41,R_1nVqc225Z4eIuF5,Yes,55 - 64 years,No,Black or African American,High school diploma or GED,"$50,000 - $74,999",Female,heterosexual (straight),District of Columbia,1 (just me!),2,5 - 10 times per month,No,No,No,No,No,"Divorce,Moved place of residence",,,Consent to share (receive $0.05 bonus),,,,,,,,,No,No,Yes,Yes,Yes,"Yes,No,I don't know",false,bonus-05,
388,3/19/2023 13:40:58,R_9NzlQyQfOmHZ2qB,Yes,35 - 44 years,No,White or Caucasian,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS, etc)","$100,000 - $149,999",Male,heterosexual (straight),Maryland,1 (just me!),2,Less than 5 times per month,No,No,Yes,No,No,,,,,Consent to share (receive $0.20 bonus),,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,Yes,Yes,Yes,"Yes,No,I don't know",true,bonus-20,
207,3/19/2023 13:42:52,R_2fJTjhPhMdpNQLO,Yes,25 - 34 years,No,White or Caucasian,Bachelor's degree,"$75,000 - $99,999",Female,heterosexual (straight),Arkansas,1 (just me!),4+,Less than 5 times per month,No,Yes,No,No,No,"Lost a job ,Moved place of residence,Became pregnant,Had a child",,,Consent to share (receive $0.05 bonus),,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,No,Yes,Yes,"Yes,No,I don't know",true,bonus-05,
302,3/19/2023 13:47:48,R_1opr0et32YrgTVb,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"Less than $25,000",Other,LGBTQ+,Kentucky,2,2,Less than 5 times per month,No,Yes,No,No,No,Lost a job ,Consent to share,,,,,,,,,,,No,No,No,No,No,"Yes,No,I don't know",false,control,
218,3/19/2023 13:49:47,R_2WwzM8WiFsk4o3g,Yes,25 - 34 years,No,White or Caucasian,High school diploma or GED,"$50,000 - $74,999",Female,LGBTQ+,New Jersey,1 (just me!),4+,5 - 10 times per month,No,Yes,Yes,No,No,,Consent to share,,,,,,,,,,,Yes if I get part of the profit,Yes if consumers get part of the profit,I don't know,Yes,Yes,"Yes,No,I don't know",false,control,
